name,categ,X,Y,color
Билиарный рефлюкс-гастрит,Болезни органов пищеварения,13.2080765,-54.626446,#22A784
Билиарный цирроз печени,Болезни органов пищеварения,11.2546015,-28.75686,#22A784
Биссиноз,Болезни органов дыхания,-6.361813,7.624065,#A5DA35
Бластомикоз,Инфекционные болезни,-27.949528,5.350637,#482374
Бленнорея,Глазные болезни,-14.008786,37.43959,#345E8D
Блестящий лишай,Кожные болезни,-58.12594,10.997429,#404387
Блефарит,Глазные болезни,-11.893035,38.64243,#345E8D
Блефароконъюнктивит,Глазные болезни,-5.243313,35.49405,#345E8D
Блефарофимоз,Глазные болезни,7.615025,40.720436,#345E8D
Блефарохалазис,Глазные болезни,-2.7152069,41.802242,#345E8D
Близорукость,Глазные болезни,7.910224,48.108875,#345E8D
Близорукость у детей,Детские болезни,7.411202,49.365356,#23888D
Блокада ножек пучка Гиса,Болезни сердца и сосудов,64.65717,-19.383183,#79D151
Бовеноидный папулез,Венерические болезни,-70.75799,-3.4007003,#35B778
Боковой амиотрофический склероз,Нервные болезни,45.063152,15.7877445,#64CB5D
Болезни потовых желез,Кожные болезни,-66.75903,21.262875,#404387
Болезни тяжелых цепей,Иммунные болезни,18.551592,-10.029084,#1E9F88
Болезнь Альцгеймера,Нервные болезни,65.1607,14.950151,#64CB5D
Болезнь Берже,Урологические болезни,19.704023,-20.822683,#30678D
Болезнь Беста,Наследственные болезни,12.49758,40.80833,#267F8E
Болезнь Бехтерева,Ревматические болезни,17.881338,62.440872,#BADE27
Болезнь Бехчета,Ревматические болезни,11.859816,-6.222754,#BADE27
Болезнь Бинсвангера,Психические расстройства,60.804005,16.38471,#42BE71
Болезнь Блаунта,Болезни ОДС и травмы,15.562436,71.98345,#29AF7F
Болезнь Боуэна,Кожные болезни,-57.334934,-11.994924,#404387
Болезнь Виллебранда,Болезни крови,22.54752,-17.88974,#1E988A
Болезнь Вильсона,Нервные болезни,26.197113,-19.96324,#64CB5D
Болезнь Галлервордена-Шпатца,Наследственные болезни,42.481922,9.997263,#267F8E
Болезнь Гамсторпа,Нервные болезни,50.66816,5.10686,#64CB5D
Болезнь Гиппеля-Линдау,Наследственные болезни,24.85979,23.695456,#267F8E
Болезнь Гиршпрунга,Болезни толстого кишечника,-0.8840333,-51.655197,#D2E11B
Болезнь Гольдмана-Фавре,Глазные болезни,10.55071,40.357616,#345E8D
Болезнь Гровера,Кожные болезни,-55.92708,9.855686,#404387
Болезнь Дарье,Кожные болезни,-61.20985,10.636897,#404387
Болезнь де Кервена,Болезни ОДС и травмы,8.214946,75.9506,#29AF7F
Болезнь Иценко - Кушинга,Эндокринные болезни,32.362972,-35.11198,#440154
Болезнь Кавасаки,Ревматические болезни,15.321509,-4.845309,#BADE27
Болезнь Кальве,Болезни ОДС и травмы,19.729668,62.540096,#29AF7F
Болезнь Канавана,Нервные болезни,42.637817,5.607648,#64CB5D
Болезнь Кейра,Кожные болезни,-57.14105,-11.34523,#404387
Болезнь Келера,Болезни ОДС и травмы,8.454913,69.14659,#29AF7F
Болезнь Кенига,Болезни ОДС и травмы,1.6223601,69.55273,#29AF7F
Болезнь Кимуры,Кожные болезни,-56.703045,4.1929197,#404387
Болезнь Кирле,Кожные болезни,-59.54638,10.702675,#404387
Болезнь Коатса,Глазные болезни,3.4956348,39.774487,#345E8D
Болезнь Коудена,Наследственные болезни,36.331264,0.5888766,#267F8E
Болезнь кошачьих царапин,Инфекционные болезни,-33.078106,-3.8059456,#482374
Болезнь Крейтцфельдта-Якоба,Нервные болезни,39.714245,9.838865,#64CB5D
Болезнь Крона,Болезни органов пищеварения,11.248615,-47.989323,#22A784
Болезнь Крона у детей,Детские болезни,9.763634,-46.147194,#23888D
Болезнь Лайма,Инфекционные болезни,-33.02701,-3.926164,#482374
Болезнь Лафоры,Наследственные болезни,43.102066,9.705949,#267F8E
Болезнь Лева-Ленегра,Болезни сердца и сосудов,59.309956,-11.335454,#79D151
Болезнь Левера,Кожные болезни,-55.87622,7.7159257,#404387
Болезнь Лермитт-Дуклос,Наследственные болезни,37.02593,1.3175331,#267F8E
Болезнь Мачадо-Джозефа,Наследственные болезни,42.562534,10.522988,#267F8E
